m_million_key,m_opendb_key,m_flag,million_id,million_Artist,million_Track,million_Album,million_Track_Explicitness,million_Album_Year,million_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
C7185,B44147,False,C7185,Mariah Carey,Vision of Love,,,1998,209533,B44147,Lestat,Vision of Sorrows,Vision of Sorrows,notExplicit,1994,302000
C10791,B44151,False,C10791,Roy Orbison,I Drove All Night,,,2014,224540,B44151,Sonata Arctica,I Have A Right,Acoustic Adventures - Volume Two,notExplicit,2022,280000
C38529,B44351,False,C38529,The Rolling Stones,Coming Down Again,,,1973,354173,B44351,Anthony Phillips & Andrew Skeet,Holding You Again,Invisible Men (Deluxe Edition),notExplicit,1983,250000
C26425,B44477,False,C26425,Sonic Youth,Renegade Princess,,,2000,348160,B44477,Animara,Hungry Princess,Anima,notExplicit,2017,268000
C29126,B44478,False,C29126,Ohmna,Satori Waterfalls,,,2008,366413,B44478,Spa Music Collective,Hidden Waterfalls,"Fall 2018: Ultimate Mind, Body & Soul Focus Music Collection",notExplicit,2018,96000
C6179,B44626,False,C6179,Destiny's Child,Lose My Breath,,,2004,242946,B44626,Ali Bakgor,Holding My Breath,Holding My Breath,notExplicit,2021,180000
C30498,B44763,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B44763,Shamanic Drumming World / Native American Music Consort,Indian Meditation,"Shamanic Meditation Journey: Native American Drums and Flute, Spiritual Healing",notExplicit,2017,228000
C4105,B44764,False,C4105,Pixies,I've Been Tired,,,1987,180706,B44764,Mark Schultz,I Have Been There,The Best of Mark Schultz,notExplicit,2011,245000
C30498,B44958,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B44958,Regengeräusche,Mantra Meditation,"#1 The Sound of Rain for Sleep, Relaxing, Yoga, Panic Attacks",notExplicit,2024,77000
C12772,B44997,False,C12772,Johnny Cash,Streets Of Laredo,,,2002,213426,B44997,Funk Daddy,Streets Of S.E.A,Funk Daddy Is Tha Source,Explicit,1995,267000
C12268,B45252,False,C12268,Nico,Winter Song,,,2008,198253,B45252,LOTTY FRIENDS,Winter Games Song,로티프렌즈 시즌 영어동요,notExplicit,2022,96000
C40358,B45771,False,C40358,Tim Hecker,Careless Whispers,,,2003,311306,B45771,Cats Music Zone,Lovely Whispers,100 Deeply Relaxing Sounds for Cats,notExplicit,2020,98000
C6207,B46016,False,C6207,Sam Smith,Money on My Mind,,,2014,194079,B46016,Fabrizio Campanelli,Lovely on my Hand,Lost in an Orchestral Mood,notExplicit,2015,141000
C30498,B46039,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B46039,Rain Sounds,Mantra Meditation,"#1 The Sound of Rain for Sleep, Relaxing, Yoga, Panic Attacks",notExplicit,2024,77000
C26345,B46395,False,C26345,Widowspeak,In the Pines,,,2011,229647,B46395,DrefQuila,In The Pendientes,Amatista,notExplicit,2018,183000
C47677,B46475,False,C47677,Kate Bush,In the Warm Room,,,1978,215400,B46475,Nana Mouskouri,In The Upper Room,Gospel / Falling In Love Again,notExplicit,2008,335000
C50562,B46809,False,C50562,Light This City,Fear Of Heights,,,2006,295920,B46809,Billy Talent,Afraid of Heights,Afraid of Heights,notExplicit,2016,226000
C48128,B46915,False,C48128,Maxïmo Park,Fear Of Falling,,,2005,156826,B46915,Eliza Joy,Afraid of Falling,Almost,notExplicit,2021,174000
C30498,B47055,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B47055,Meditation Music Zone,Indian Meditation,"Shamanic States of Consciousness - Healing Meditation, Stop Overthinking, Ritual Chants, Kundalini Awakening, Total Peace, Audio Therapy Music",notExplicit,2018,223000
C16821,B47357,False,C16821,James Blunt,I Really Want You,,,2007,209933,B47357,Scott Brown,Really Need You,Really Need You / Let It All Go,notExplicit,2004,342000
C43483,B47395,False,C43483,Godsmack,Shadow Of A Soul,,,2010,281773,B47395,Peter Green,Shadow On My Door,Time Traders,notExplicit,2001,336000
C3195,B47893,False,C3195,Beck,Emergency Exit,,,2005,241706,B47893,Chipper Hammond,Emergency Landing,Turbo Overkill (Selections from the Original Game Soundtrack),notExplicit,2023,55000
C10687,B48253,False,C10687,Lynyrd Skynyrd,What's Your Name,,,2003,212693,B48253,DA B.O.Z.-MAN,What's your story,The Shadows Of Death,Explicit,2024,158000
C50189,B48277,False,C50189,MAE,Sun (acoustic),,,2004,322360,B48277,pre kai ro,Garden (Acoustic),Garden (Acoustic),notExplicit,2021,217000
C1365,B48468,False,C1365,System of a Down,Stealing Society,,,2005,178000,B48468,Julian Cope,Screaming Secrets,Saint Julian,notExplicit,1987,209000
C34864,B48695,False,C34864,Maroon 5,Misery (acoustic),,,2010,226306,B48695,DETACH,Wasted (Acoustic),Made up of Light (Acoustic Version),notExplicit,2019,190000
C18894,B48753,False,C18894,Arch Enemy,Bridge Of Destiny,,,1998,464840,B48753,David Lanz,Bridge Of Dreams,Bridge Of Dreams,notExplicit,1993,204000
C28401,B49026,False,C28401,Eurythmics,I Need A Man,,,1991,261466,B49026,Rebecca Lynn Howard,I Need A Vacation,I Need A Vacation,notExplicit,2003,232000
C14768,B49050,False,C14768,Fergie,Voodoo Doll,,,2006,263066,B49050,The Beat Daddys,Voodoo Satin Doll,Five Moons,notExplicit,2006,232000
C10527,B49194,False,C10527,ZZ Top,Cheap Sunglasses,,,1992,287106,B49194,Deep Chillout Music Masters,Winter Sunglasses,Chillout Mix Full of Positive Energy: Cool & Uplifting Chill Out Music,notExplicit,2022,338000
C3195,B49434,False,C3195,Beck,Emergency Exit,,,2005,241706,B49434,Gabriel Saban,Emergency Housing,Beyond Appearances,notExplicit,2017,165000
C43610,B49557,False,C43610,Utada,Come Back To Me,,,2008,237200,B49557,Chillout,Come and Touch Me,Sexual Dreams About You – Seductive Chillout Mix Perfect for Pure Intimate Relaxation in the Bed,notExplicit,2020,222000
C47531,B49685,False,C47531,Cranes,Pale Blue Sky,,,1994,209826,B49685,Naomi Lewis,I Have a Blue Sky,Cottage Songs,notExplicit,2018,128000
C5920,B49832,False,C5920,Eels,I Need Some Sleep,,,2008,148186,B49832,Johnny Lawhorn and the Pentagram String Band,I Need the Sea,Blood Blood Blood,notExplicit,2023,171000
C16353,B49971,False,C16353,Primordial,The Golden Spiral,,,2005,483173,B49971,The Manchester Carollers,The Gold of Straw,The Manchester Carols,notExplicit,2009,230000
C35473,B50296,False,C35473,Candlemass,The Well of Souls,,,2007,445160,B50296,Tarek Mansur,Reaper of Souls,Collapsing Time,notExplicit,2016,155000
C35578,B50697,False,C35578,Paradise Lost,Living With Scars,,,2009,263040,B50697,John Chris Group,Living with sin,Addiction to Rock,notExplicit,2019,231000
C30498,B51003,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B51003,London Philharmonic Orchestra,Thaïs: Meditation,LPO plays the Romantic Era Favourites Vol. 1,notExplicit,2010,302000
C12194,B51236,False,C12194,Frank Zappa,Trouble Every Day,,,2014,694760,B51236,The King's Son,People Everyday,The King's Son,notExplicit,2015,226000
C38555,B51293,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B51293,LANDOKMAI,Please Be True,Over The Sun,notExplicit,2020,314000
C37019,B51751,False,C37019,Sexy Sushi,Princesse voiture,,,2008,169493,B51751,Princess Power,Princess Power,Princess Power: Season 3 (Soundtrack from the Netflix Series),notExplicit,2024,50000
C31989,B51801,False,C31989,Aerosmith,Seasons of Wither,,,1973,338840,B51801,Don Moen,Season of Hope,Christmas: A Season of Hope,notExplicit,2012,317000
C29041,B51843,False,C29041,Tiësto,Battleship Grey,,,2005,313000,B51843,Hindu Love Gods,Battleship Chains,Hindu Love Gods,notExplicit,1990,188000
C8306,B52390,False,C8306,Linkin Park,Until It's Gone,,,2014,233240,B52390,The Ocean Blue,"Listen, It's Gone",Beneath Rhythm And Sound,notExplicit,1992,227000
C38116,B52449,False,C38116,Mudhoney,Twenty Four,,,1988,165760,B52449,Avery*Sunshine,Twenty Sixty Four,Twenty Sixty Four,notExplicit,2017,391000
C41207,B52886,False,C41207,Miss Li,I Heard of a Girl,,,2009,165019,B52886,Calva Louise,I Heard a Cry,Rhinoceros,notExplicit,2019,136000
C19205,B53141,False,C19205,Napalm Death,Negative Approach,,,1987,32933,B53141,Harry Gregson-Williams,Rescue Approach,Meg 2: The Trench (Original Motion Picture Soundtrack),notExplicit,2023,266000
C2321,B53430,False,C2321,Calvin Harris,I Need Your Love,,,2012,234506,B53430,Peter Case,I Hear Your Voice,Beeline,notExplicit,2002,305000
C35890,B53464,False,C35890,Minsk,Circle of Ashes,,,2007,277280,B53464,THE ALFEE,Circle Of Seasons,Hoshizorano Ceremony / Circle Of Seasons,notExplicit,2022,279000
C48588,B53471,False,C48588,K-OS,Man I Used To Be,,,2011,232986,B53471,Jana Mougin,Like I Used To Do,Like I Used To Do,notExplicit,2024,328000
C2321,B53489,False,C2321,Calvin Harris,I Need Your Love,,,2012,234506,B53489,Lionel Richie,I Hear Your Voice,Time,notExplicit,1998,241000
C5276,B53597,False,C5276,Sum 41,Underclass Hero,,,2007,194133,B53597,J-L Cauvin,Middle Class Hero,Fireside Craps: The Deuce,Explicit,2020,163000
C8662,B53841,False,C8662,Three Days Grace,Get Out Alive,,,2006,262493,B53841,New Model Army,Get Me Out (Live),...& Nobody Else (Live),notExplicit,1999,215000
C12718,B54178,False,C12718,Cat Power,Silver Stallion,,,2008,174196,B54178,Ray Keith,Silver Dread Lion,"Ray Keith Presents Dread Digital Dubplate Archive, Vol. 2",notExplicit,2013,378000
C20684,B54232,False,C20684,The Isley Brothers,It's Your Thing,,,1999,235026,B54232,Lau Frank,It's A Jazz Thing,It's A Jazz Thing,notExplicit,2018,408000
C34864,B54269,False,C34864,Maroon 5,Misery (acoustic),,,2010,226306,B54269,Rosendale,Divine (Acoustic),Divine (Acoustic),notExplicit,2018,202000
C37019,B55193,False,C37019,Sexy Sushi,Princesse voiture,,,2008,169493,B55193,Bitter Velvet,Princess Within,Unleashed Fears,notExplicit,2023,285000
C21091,B55428,False,C21091,A Tribe Called Quest,Like It Like That,,,2009,166880,B55428,Projectboy Huncho,Like I'm Lil Tae,Who Is Cho,Explicit,2024,107000
C49891,B55447,False,C49891,Kiuas,Call Of The Horns,,,2006,218813,B55447,No Innocent Victim,All Of The Color,Flesh And Blood,notExplicit,1999,98000
C789,B55577,False,C789,The Killers,Change Your Mind,,,2004,190840,B55577,Noel,Change (Club Mix),Change,notExplicit,1993,476000
C50677,B55693,False,C50677,X Japan,Born To Be Free,,,2015,332848,B55693,Nothing Left,Living to Be Free,But Whats Inside,notExplicit,2008,169000
C32223,B55842,False,C32223,Lo-Fi-Fnk,Change Channel,,,2006,199626,B55842,Laicositna,Change For Change,Change For Change,Explicit,2022,214000
C48588,B56036,False,C48588,K-OS,Man I Used To Be,,,2011,232986,B56036,The Seldom Scene,Like I Used To Do,Like We Used To Be,notExplicit,1994,249000
C32223,B56162,False,C32223,Lo-Fi-Fnk,Change Channel,,,2006,199626,B56162,RTZ,Change For Change,Lost In America,notExplicit,1998,241000
C24508,B56173,False,C24508,Kreator,Living In Fear,,,1985,190693,B56173,Axel Rudi Pell,Living in a Dream,Sign of the Times,notExplicit,2020,358000
C9749,B56460,False,C9749,Jill Scott,Slowly Surely,,,2000,275666,B56460,Magik Brothers,Slowly but Surley,Zodiac Forever,notExplicit,2008,203000
C37458,B56554,False,C37458,Penumbra,Tragical Memories,,,2003,348573,B56554,hngT,Unreal Memories,Unreal Memories,notExplicit,2024,353000
C3698,B56574,False,C3698,Daft Punk,Rock'n Roll,,,1997,453866,B56574,Betty Blue,Rock'n Roll Party,JADE,notExplicit,1991,233000
C3181,B56663,False,C3181,Rihanna,Kiss It Better,,,2016,253080,B56663,Kina,Wish I Was Better,Wish I Was Better,notExplicit,2020,141000
C28943,B56701,False,C28943,Cascada,I Will Believe It,,,2007,176520,B56701,Yung Redd,Please Believe It,Eviction Notice 3,Explicit,2009,140000
C1131,B56972,False,C1131,Billy Talent,Fallen Leaves,,,2007,208040,B56972,Reza Safinia,Father Jun Leaves,Warrior: Season 2 (Cinemax Original Series Soundtrack),notExplicit,2021,64000
C38759,B57000,False,C38759,Thurston Moore,Psychic Hearts,,,1995,239320,B57000,Chillout Sound Festival,Psychedelic Beats,Colorful Atmosphere: Psychedelic Trance Music Mix for Festivals,notExplicit,2022,125000
C5014,B57023,False,C5014,Rogue Wave,Like I Needed,,,2007,181680,B57023,Kenny Turnup,Like I Never Left,Hell B4 Heaven,Explicit,2017,182000
C38555,B57111,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B57111,Billy May,Please Be Kind,Big Band Bash!,notExplicit,1952,154000
C19419,B57285,False,C19419,Hypocrisy,Living To Die,,,2006,340253,B57285,Stan Webb,Living This Dream,Get A Little Country On You,notExplicit,2009,185000
C97,B57378,False,C97,Weezer,Island in the Sun,,,2009,200066,B57378,Cobi,Island in My Mind,Island in My Mind,notExplicit,2019,243000
C16876,B57438,False,C16876,Jason Reeves,Someone Somewhere,,,2015,268280,B57438,Naimthedream,Island Somewhere,Island Somewhere,Explicit,2020,179000
C42319,B57547,False,C42319,ElectricOkra,Twenty-Four Hours,,,2011,183066,B57547,Patch the Pirate,Twenty-Four/Seven,Rise and Shine,notExplicit,2005,194000
C38555,B57659,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B57659,Ella Fitzgerald,Please Be Kind,Ella For Lovers,notExplicit,2003,214000
C39519,B57832,False,C39519,Slow Club,Giving Up On Love,,,2009,171106,B57832,Jimmy Dean,Waking up to Love,I.O.U.,notExplicit,1973,188000
C9394,B58078,False,C9394,Pink Floyd,Biding My Time,,,1971,318266,B58078,Last Lynx,Taking Up My Time,Alaska EP,notExplicit,2011,320000
C29148,B58204,False,C29148,Ohmna,People Get Lost,,,2007,547681,B58204,Taylon Twins,People Dey Hustle,People Dey Hustle,notExplicit,2024,203000
C33601,B58265,False,C33601,Lagwagon,Island Of Shame,,,1994,159546,B58265,Luiz Bonfá  ,Island of Tindade,Amor! Fabulous Guitar Of Luiz Bonfa,notExplicit,2006,154000
C18256,B58298,False,C18256,Porcupine Tree,Up the Downstair,,,1993,614733,B58298,No Noise,People Downstairs,Strange Times,notExplicit,2015,179000
C10944,B58398,False,C10944,Boards of Canada,Diving Station,,,2002,86706,B58398,Jun Sato,Divine Protection,交渉人〜THE NEGOTIATOR〜オリジナルサウンドトラック・コンプリート,notExplicit,2010,147000
C38555,B58415,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B58415,Count Basie,Please Be Kind,Sinatra - Basie,notExplicit,2013,164000
C9752,B58508,False,C9752,George Benson,This Masquerade,,,1995,196826,B58508,Cure2tron,Bloody Masquerade,Duel Gig Vol.1,notExplicit,2017,296000
C46146,B58558,False,C46146,Reel Big Fish,Story Of My Life,,,2005,250146,B58558,Mantovani,Colors Of My Love,All Time Greatest Moments,notExplicit,2008,235000
C11468,B58634,False,C11468,Moby,Walk With Me,,,2009,241386,B58634,Luigi Tessarollo Quartet,I Walk With Music,Tribute To Hoagy Carmichael,notExplicit,2008,196000
C1442,B58798,False,C1442,Evanescence,Taking Over Me,,,2003,229973,B58798,Rachel Coleman,Taking Care of Me,Happy Healthy Me,notExplicit,2014,175000
C6561,B58864,False,C6561,Elvis Presley,It's Now or Never,,,2013,196866,B58864,Jet Set Satellite,If Not Now Never,End of an Era,notExplicit,2008,298000
C35642,B59003,False,C35642,Witchfinder General,Free Country,,,1982,190626,B59003,Cutty Ranks,Circle Me Country,Reggae Anthology: Cutty Ranks - Limb By Limb,notExplicit,2008,211000
C25030,B59267,False,C25030,Mastodon,Battle at Sea,,,2006,253426,B59267,Popof,Battle (Rap Beat),"Beat Tape Rap Instrumentals, Vol. 1",Explicit,2014,224000
C38746,B59552,False,C38746,Texas,Guitar Song,,,2000,236560,B59552,Twinkle twinkle little star,Guitar Baby Songs,"Baby Sleep Music: Soothing Baby Lullabies, Baby Music and Soft Instrumental Baby Sleeping Music",notExplicit,2021,120000
C31989,B59853,False,C31989,Aerosmith,Seasons of Wither,,,1973,338840,B59853,Christmas Songs Playlist,Season of Giving,Christmas In Paradise,notExplicit,2023,81000
C50670,B59950,False,C50670,Fact,Lights Of Vein,,,2009,196453,B59950,Halloween Music,Nights Of Witchin,25 Dark Creepy Halloween Ambience,notExplicit,2023,86000
C18804,B60054,False,C18804,Whitechapel,Father Of Lies,,,2008,243786,B60054,Roger Bellon,Father Denis Dies,The Unholy (Original Motion Picture Soundtrack),notExplicit,2011,191000
C34097,B60131,False,C34097,Amorphis,Wrong Direction,,,2018,309132,B60131,Cannibal Corpse,Living Dissection,Butchered At Birth,Explicit,1991,239000
C26427,B60195,False,C26427,Mogwai,Like Herod (live),,,1997,473333,B60195,Steve Gadd,Like It Is (Live),Blicher Hemmer Gadd,notExplicit,2014,288000
C37252,B60562,False,C37252,Casiotone for the Painfully Alone,Love Connection,,,2006,194120,B60562,The Skatalites,Divine Conception,On The Right Track,notExplicit,2007,260000
C7559,B60590,False,C7559,Three Days Grace,It's All Over,,,2006,249320,B60590,Philip Labes,It's All Material,It's All Material,notExplicit,2024,206000
C38555,B60632,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B60632,Django Reinhardt,Please Be Kind,1938-1939,notExplicit,2024,166000
C10137,B60709,False,C10137,Bob Dylan,Masters of War,,,2008,338400,B60709,John Beal,Casualties of War,"Coming Soon: The John Beal Trailer Project, Vol. 1",notExplicit,2014,128000
C48949,B61070,False,C48949,KMFDM,People Of The Lie,,,2009,293453,B61070,Dead Cult,People of Lies,Fall,notExplicit,2016,221000
C8662,B61151,False,C8662,Three Days Grace,Get Out Alive,,,2006,262493,B61151,New Model Army,Get Me Out (Live),Original Album Series,notExplicit,2014,212000
C31285,B61333,False,C31285,Sneaker Pimps,Ten to Twenty,,,1999,270226,B61333,Karen Mitzo Hilderbrand,Numbers to Twenty,Twin Sisters - French,notExplicit,2015,139000
C38777,B61527,False,C38777,Five for Fighting,I Just Love You,,,1997,240080,B61527,B5,I Must Love Drama,"Don't Talk, Just Listen",notExplicit,2007,256000
C40279,B61533,False,C40279,Crocodiles,Stoned To Death,,,2010,323586,B61533,Jeza Beats,Stoner Trap Beats,Stoner Trap Beats,notExplicit,2021,133000
C38555,B61554,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B61554,Original Dixieland Jazz Band,Please Be Kind,The Best of Dixieland,notExplicit,2014,178000
C12646,B61598,False,C12646,Lisa Mitchell,Neopolitan Dreams,,,2009,193946,B61598,Pure Saturday,Utopian Dream,Our Sincere Desire,notExplicit,2023,243000
C34864,B61637,False,C34864,Maroon 5,Misery (acoustic),,,2010,226306,B61637,Rosendale,Unwell (Acoustic),Modern Myths For A Crazy World (Acoustic),notExplicit,2022,203000
C19333,B61739,False,C19333,Hypocrisy,Fire in the Sky,,,2000,298360,B61739,Firkin,Finger in the Pie,Finger in the Pie,notExplicit,2015,190000
C12194,B61889,False,C12194,Frank Zappa,Trouble Every Day,,,2014,694760,B61889,音楽：今堀　恒雄,People Everyday,TRIGUN ORIGINAL SOUNDTRACK THE FIRST DONUTS,notExplicit,1998,176000
C12461,B62074,False,C12461,Johnny Cash,Orange Blossom Special,,,2012,241120,B62074,Charlie McCoy,Orange Blossom Special (Version 2),Good Time Charlie,notExplicit,1973,171000
C38555,B62429,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B62429,Papa Wemba,Please My Wife,Ya Biso Moko (Nouvelle écriture),notExplicit,2014,392000
C10944,B63190,False,C10944,Boards of Canada,Diving Station,,,2002,86706,B63190,Mocni w Duchu,Divine Navigation,Power On,notExplicit,2017,223000
C44403,B63199,False,C44403,Jimmy Page,Writes Of Winter,,,1988,207666,B63199,Dan Gibson,Rituals of Winter,Legend of the Wolf,notExplicit,1995,469000
C32588,B63529,False,C32588,The Supremes,I Hear A Symphony,,,1983,163266,B63529,The DeCastro Sisters,I Hear A Melody,Teach Me Tonight - The Best Of,notExplicit,2010,174000
C34864,B63664,False,C34864,Maroon 5,Misery (acoustic),,,2010,226306,B63664,Jadon Lavik,Father (Acoustic),Jadon Lavik Collection,notExplicit,2022,269000
C7597,B63746,False,C7597,Korn,All in the Family,,,1998,288800,B63746,Richard Myhill,All in a Smile,Leisure Style,notExplicit,1991,175000
C33653,B63772,False,C33653,Eels,Living Life,,,2007,169826,B63772,Chris Ballin,Living Life Alone,Do It Right,notExplicit,2006,289000
C28971,B63817,False,C28971,Oceanlab,Sirens Of The Sea,,,2008,356786,B63817,Baby Lullaby,Direct to the Sea,Just Tranquility,notExplicit,2019,216000
C23580,B63869,False,C23580,B.B. King,Please Love Me,,,2015,169246,B63869,YOUNG DRUG,Please smoke less,Butterfly,notExplicit,2023,259000
C3125,B63981,False,C3125,The Album Leaf,Twentytwofourteen,,,2004,340840,B63981,Gemini Five,TwentyFourSeven,Babylon Rockets,notExplicit,2003,212000
C38555,B64047,False,C38555,Eric Clapton,Please Be With Me,,,2013,206281,B64047,Peggy Lee,Please Be Kind,Two of a Kind: Ella Fitzgerald & Peggy Lee,notExplicit,2022,250000
C48588,B64087,False,C48588,K-OS,Man I Used To Be,,,2011,232986,B64087,Matt Leavy,Like I Used To Do,"...""Like I Used To Do""",notExplicit,2019,272000
C14010,B64259,False,C14010,Anti-Flag,Sold As Freedom,,,2003,136773,B64259,Elliott Jack Sansom,Melody To Freedom,Finding Beauty,notExplicit,2022,204000
C33947,B77438,False,C33947,Ensiferum,Finnish Medley,,,2007,310066,B77438,Del Way,Praise Medley,My Time With You- In Memory,notExplicit,2009,804000
C47717,B77465,False,C47717,Bauhaus,Mirror Remains,,,2012,298186,B77465,Kadavar,Mirror of Lies,Kadavar,notExplicit,2009,191000
C1708,B77531,False,C1708,Led Zeppelin,That's the Way,,,1970,337109,B77531,Whitefish Bay Singers,That's a Wrap,Oshkè Yè II,notExplicit,2007,240000
C11766,B77581,False,C11766,Massive Attack,The Academy,,,2005,102173,B77581,DoseOne,Escape Academy,Escape Academy (Original Soundtrack),notExplicit,2022,184000
C46020,B77613,False,C46020,Ska-P,No Te Pares,,,1996,266533,B77613,Jesús Adrián Romero,No Hay Paredes,Ayer Te Vi…Fue Más Claro Que La Luna,notExplicit,2005,247000
C19459,B77639,False,C19459,Graveyard,Endless Night,,,2013,166093,B77639,Henri Sorvali,Jungle - Night,Angry Birds Pop Blast (Original Game Soundtrack),notExplicit,2022,211000
C15585,B77744,False,C15585,Mylo,Guilty Of Love,,,2004,186453,B77744,Louden Swain,Guilty One,Feelings and Such,notExplicit,2022,170000
C49888,B77817,False,C49888,Frank Sinatra,Spring Is Here,,,2013,283515,B77817,Brandon Fiechter,Spring Harp,Easter Valley,notExplicit,2022,193000
C8579,B77819,False,C8579,blink-182,I'm Lost Without You,,,2003,380546,B77819,Donald Fagen,I'm Not the Same Without You,Sunken Condos,notExplicit,2012,272000
C42834,B77870,False,C42834,Nasum,I Hate People,,,2003,96600,B77870,Alexis Gulley,I Hate Georgia,I Hate Georgia,notExplicit,2023,195000
C22129,B78058,False,C22129,Q-Tip,Johnny Is Dead,,,2008,181493,B78058,Joski Love,Johnny Depp,Bruce Lean Chronicles,Explicit,2014,201000
C47304,B78204,False,C47304,Black Rebel Motorcycle Club,Gospel Song,,,2005,271226,B78204,"Joseph Yazbeck, Elie Abou Mrad, Ramzi Saad",Gospel Reading,"Great Compline Service (Byzantine Collection, Vol. 6)",notExplicit,2016,133000
C23912,B78308,False,C23912,Captain Beefheart & His Magic Band,Autumn's Child,,,1967,241733,B78308,Brian Crain,Autumn's Echo,Inside the Melody,notExplicit,2001,186000
C36106,B78420,False,C36106,Elvis Presley,Silver Bells,,,2014,150160,B78420,Meister der Schlaflieder,Spirited Bells,17 Ruhige Klänge zum Entspannen und Entspannen,notExplicit,2018,307000
C49855,B78755,False,C49855,Silentium,Autumn Heart,,,2000,336133,B78755,NBSPLV,Autumn on Mars,Mixtape 11,notExplicit,2017,232000
C21597,B78823,False,C21597,Hans Zimmer,A Way of Life,,,2003,483706,B78823,Birdy,Autumn of Life,Nightbird,notExplicit,2016,225000
C36106,B78864,False,C36106,Elvis Presley,Silver Bells,,,2014,150160,B78864,Reiki Aromonia,Spirited Bells,"19 Soothing, Relaxing Sounds for Mindfulness",notExplicit,2018,307000
C49888,B79231,False,C49888,Frank Sinatra,Spring Is Here,,,2013,283515,B79231,Constantin Dourountzis,Spring Flower,"Greek Party / Syrtaki Dance, Vol. II",notExplicit,2017,235000
C46822,B79296,False,C46822,Colleen,Sweet Rolling,,,2005,244440,B79296,Stu Bangas,How We Rolling,3rd Chamber Grail Bars Limited Wu-Tang Gold Edition,Explicit,2022,170000
C12133,B79390,False,C12133,Roxy Music,Do the Strand,,,2011,240213,B79390,Wotsthekid,Doctor Strange,Wotsthekid IV,Explicit,2023,118000
C5619,B79431,False,C5619,Yo La Tengo,Autumn Sweater,,,2014,317893,B79431,No Angels,Autumn Breeze,Now...US!,notExplicit,2002,213000
C28383,B79573,False,C28383,No Doubt,Looking Hot,,,2012,282600,B79573,Paul McCartney,Looking At Her,NEW (Deluxe Edition),notExplicit,2013,186000
C20665,B79586,False,C20665,Kool & The Gang,Jungle Boogie,,,2013,182186,B79586,beef,Jungle Bumpin',Jungle Japes,notExplicit,2021,146000
C44356,B79611,False,C44356,Supertramp,Easy Does It,,,1975,140160,B79611,Zhu Jintai,Gently Does It,Ancient China,notExplicit,2019,74000
C17030,B79688,False,C17030,Benny Benassi,I Love My Sex,,,2003,207354,B79688,Sek Loso,I Hate My Self,The Very Best Of Sek Loso II,notExplicit,2007,251000
C26676,B79744,False,C26676,Symphony X,Awakenings,,,2002,501733,B79744,Knights／Leo Tsukinaga(CV.Shintaro Asanuma)、Izumi Sena(CV.Masami Itou)、Ritsu Sakuma(CV.Daiki Yamashita)、Arashi Narukami(CV.Ryo Kitamura)、Tsukasa Suou(CV.Reiou Tsuchida),Awakening Myth,TV ANIMATION ENSEMBLE STARS! ENDING THEME COLLECTION 06,notExplicit,2020,235000
C47201,B79803,False,C47201,Moritz von Oswald,Ole (Remix),,,2008,628040,B79803,Vincent Lima,Escape (Remix),Escape (Remix),notExplicit,2019,190000
C35497,B79822,False,C35497,Eyehategod,Dixie Whiskey,,,1996,175360,B79822,Rory Block,Lovin' Whiskey,Ain't Nobody Worried,notExplicit,2022,248000
C5038,B79859,False,C5038,My Morning Jacket,Look At You,,,2008,207493,B79859,Yehudi Menuhin,Looking at you,Icon: Menuhin and Grappelli,notExplicit,2009,205000
C47530,B79957,False,C47530,Pity Sex,Hollow Body,,,2013,109614,B79957,Proletariat,Hollow Victory,Voodoo Economics And Other American Tragedies,notExplicit,1998,164000
C33452,B79993,False,C33452,Dixie Chicks,Bitter End,,,2006,278533,B79993,Elixir Nocturne,Bitter Ecuador,Resonanz Flavor -Coffee&Chocolate-,notExplicit,2023,245000
C4018,B80318,False,C4018,Wilco,Hate It Here,,,2007,270920,B80318,Shane Howard,Rather be Here,Other Side of the Rock,notExplicit,2012,291000
C15926,B80365,False,C15926,Roadrunner United,The Dagger,,,2005,332466,B80365,Slomatics,Tunnel Dragger,Estron,notExplicit,2014,356000
C27805,B80369,False,C27805,Erykah Badu,Master Teacher,,,2008,407733,B80369,Rokeri s Moravu,Mister drajver,Sabrana nedela 1,notExplicit,2004,178000
C38314,B80445,False,C38314,Love And Rockets,Mirror People,,,1987,245933,B80445,SOFT PLAY,Mirror Muscles,Everything and Nothing,Explicit,2024,162000
C24975,B80467,False,C24975,Jasmine Thompson,Rather Be,,,2014,247816,B80467,Heather Maloney,Rather Be Free,Making Me Break,notExplicit,2015,245000
