source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C10287,B59730,The Cars,My Best Friend's Girl,The Johns,The North Star,the cars my best friend's girl 2008,the johns the north star 2022,0.343,-1
C49985,B25320,Elvenking,My Own Spider's Web,Ella Fitzgerald,Brighten The Corner Where You Are,elvenking my own spider's web 2008,ella fitzgerald brighten the corner where you are 1967,0.222,-1
C3497,B96365,The xx,Dangerous,The Andrews Sisters,Tuxedo Junction,the xx dangerous 2017,the andrews sisters tuxedo junction 2003,0.3,-1
C32357,B6380,The xx,I Dare You,The Bug,Poison Dart (Skream remix),the xx i dare you 2017,the bug poison dart (skream remix) 2007,0.41,-1
C46373,B11841,The Suicide Machines,Bottomed Out,The Burning Hotels,Yellow Eyes,the suicide machines bottomed out 2005,the burning hotels yellow eyes 2007,0.395,-1
C17494,B35612,The Jesus and Mary Chain,It's So Hard,Themadfanatic,Silent Night,the jesus and mary chain it's so hard 1985,themadfanatic silent night 2016,0.286,-1
C47759,B53772,Switchblade Symphony,Bloody Knuckles,Switchblade Symphony,Bloody Knuckles,switchblade symphony bloody knuckles 1995,switchblade symphony bloody knuckles 1995,1.0,1
C4108,B60147,Taking Back Sunday,Divine Intervention,Taking Back Sunday,Divine Intervention,taking back sunday divine intervention 2006,taking back sunday divine intervention 2006,1.0,1
C46420,B56296,The Ataris,Neilhouse,The Million,"We Can, We Should",the ataris neilhouse 1997,"the million we can, we should 2017",0.382,-1
C36081,B47013,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight,elvis presley i need your love tonight 2011,elvis presley i need your love tonight 2011,1.0,1
C46420,B19895,The Ataris,Neilhouse,The Eden Symphony Orchestra,I Will Sing the Wondrous Story,the ataris neilhouse 1997,the eden symphony orchestra i will sing the wondrous story 2009,0.222,-1
C9524,B16446,Maria Mena,Nevermind Me,Marcel Azzola,"Little Willie Leaps (feat. Marc Fosset, Georges Arvanitas, Patricia Lebeugle & Richard Portier)",maria mena nevermind me 2007,"marcel azzola little willie leaps (feat. marc fosset, georges arvanitas, patricia lebeugle & richard portier) 2018",0.175,-1
C26760,B33650,Pain of Salvation,People Passing By,Park Joon Yong,Flower,pain of salvation people passing by 1997,park joon yong flower 2020,0.225,-1
C47998,B68612,This Providence,Losing Control,The Eden Symphony Orchestra,"Praise to the Lord, The Almighty",this providence losing control 2006,"the eden symphony orchestra praise to the lord, the almighty 2009",0.277,-1
C32194,B86365,The Veronicas,This Is How It Feels,Thelonious Monk,Monk's Dream,the veronicas this is how it feels 2007,thelonious monk monk's dream 1959,0.333,-1
C37258,B90631,ABC,How To Be A Millionaire,Abstract Source,Brazil Calling,abc how to be a millionaire 1990,abstract source brazil calling 2015,0.286,-1
C13689,B42379,Pixies,Lovely Day,Piano Music Orchestra,Jingle Angels Orchestra (Conductor Mix),pixies lovely day 1991,piano music orchestra jingle angels orchestra (conductor mix) 2020,0.182,-1
C13289,B36514,The Libertines,The Good Old Days,The Wonder Kids,I Have Decided to Follow Jesus,the libertines the good old days 2002,the wonder kids i have decided to follow jesus 2020,0.392,-1
C32100,B57181,The Stylistics,People Make The World Go Round,The Group for Kids,Numbers Song,the stylistics people make the world go round 2013,the group for kids numbers song 2016,0.32,-1
C9006,B45443,Miles Davis,Rocker,Mike Gao,Visions,miles davis rocker 2013,mike gao visions 2017,0.478,-1
C44174,B16211,Danzig,Killer Wolf,Danzig,Killer Wolf,danzig killer wolf 1990,danzig killer wolf 1990,1.0,1
C47998,B80855,This Providence,Losing Control,The Jamborees,Can We Fix It?,this providence losing control 2006,the jamborees can we fix it? 2011,0.257,-1
C32194,B24953,The Veronicas,This Is How It Feels,The Mother Goose Singers,Bright Eyes,the veronicas this is how it feels 2007,the mother goose singers bright eyes 2007,0.415,-1
C23039,B83685,Mike Doughty,Looking At The World From The Bottom Of A Well,miduno,Nature Sounds - Mizunami - Cicadas Chirping02 (Binaural),mike doughty looking at the world from the bottom of a well 2012,miduno nature sounds - mizunami - cicadas chirping02 (binaural) 2019,0.221,-1
C9653,B15070,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,Billies Blues,ella fitzgerald i love paris 2013,ella fitzgerald billies blues 2023,0.706,0
C2964,B21358,Ellie Goulding,Figure 8,Ella Grace,Here I Am,ellie goulding figure 8 2012,ella grace here i am 2022,0.357,-1
C7435,B69863,Papa Roach,Infest,Pat Boone,Chains of Love (Bonus Track),papa roach infest 2000,pat boone chains of love (bonus track) 1957,0.279,-1
C17430,B68650,The Jesus and Mary Chain,Inside Me,The Blue News,Just A Game,the jesus and mary chain inside me 1985,the blue news just a game 2011,0.308,-1
C4581,B54528,Good Shoes,Morden,Good Shoes,Morden,good shoes morden 2007,good shoes morden 2007,1.0,1
C46373,B7306,The Suicide Machines,Bottomed Out,The Bellamy Brothers,You're My Favorite Star (Rerecorded),the suicide machines bottomed out 2005,the bellamy brothers you're my favorite star (rerecorded) 2010,0.258,-1
C31772,B10754,The Replacements,Answering Machine,The Abyssinians,African Princess,the replacements answering machine 1984,the abyssinians african princess 2015,0.282,-1
C12345,B56927,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2022,0.938,1
C7512,B4330,Helloween,I Want Out,Helloween,I Want Out,helloween i want out 1988,helloween i want out 1988,1.0,1
C21124,B74541,The Dramatics,In the Rain,The Cast of Cheers,Go Getter,the dramatics in the rain 2010,the cast of cheers go getter 2012,0.333,-1
C8652,B41579,Alice in Chains,Got Me Wrong,Alok,Winter Sunset [Fractal System Remix] (feat. Ellie Ka),alice in chains got me wrong 1992,alok winter sunset [fractal system remix] (feat. ellie ka) 2015,0.254,-1
C898,B16381,Marilyn Manson,This Is the New Shit,Mark Ronson,I Know Time (Is Calling) (feat. Paul McCartney & Gary Numan),marilyn manson this is the new shit 2004,mark ronson i know time (is calling) (feat. paul mccartney & gary numan) 2021,0.273,-1
C16815,B40012,Mat Kearney,Closer To Love,Martha Wainwright,Wolves (feat. Rufus Wainwright),mat kearney closer to love 2009,martha wainwright wolves (feat. rufus wainwright) 2020,0.259,-1
C17430,B52856,The Jesus and Mary Chain,Inside Me,The Singing Disciples,Battlefield,the jesus and mary chain inside me 1985,the singing disciples battlefield 1983,0.308,-1
C8990,B37648,The Cinematic Orchestra,Ode to the Big Sea,The Bad Plus,In The Bright Future,the cinematic orchestra ode to the big sea 2008,the bad plus in the bright future 2022,0.34,-1
C13057,B83867,Dead Man's Bones,In the Room Where You Sleep,Dejhare,Like A Fool,dead man's bones in the room where you sleep 2009,dejhare like a fool 2022,0.265,-1
C42667,B22834,Delain,Suckerpunch,Deep House,Nobody Does Like We Do,delain suckerpunch 2016,deep house nobody does like we do 2015,0.289,-1
C8719,B40933,Frank Sinatra,Jingle Bells,Frank Sinatra,Jingle Bells,frank sinatra jingle bells 2013,frank sinatra jingle bells 2023,0.968,1
C13289,B97976,The Libertines,The Good Old Days,The Northstars,Answers (feat. Charlie Fettah),the libertines the good old days 2002,the northstars answers (feat. charlie fettah) 2020,0.32,-1
C18373,B65180,Kate Bush,Rubberband Girl,Karla De Vito,Bloody Bess,kate bush rubberband girl 2011,karla de vito bloody bess 1981,0.2,-1
C9242,B50859,Miles Davis,All of You,Miles Davis,All Of You,miles davis all of you 2012,miles davis all of you 2012,1.0,1
C9524,B57209,Maria Mena,Nevermind Me,Matthew Ebel,Normal Is Not for Me,maria mena nevermind me 2007,matthew ebel normal is not for me 2012,0.342,-1
C23374,B29232,Misfits,Blacklight,Mississippi John Hurt,Nobody's Dirty Business,misfits blacklight 1997,mississippi john hurt nobody's dirty business 1988,0.22,-1
C21410,B72895,Nero,Me And You,NERO,Me And You,nero me and you 2011,nero me and you 2011,1.0,1
C28894,B85204,deadmau5,Strobe (Club Edit),Deep Sleep Music Collective,Claire De Lune - Debussy - Classical Piano - Sleeping Music,deadmau5 strobe (club edit) 2014,deep sleep music collective claire de lune - debussy - classical piano - sleeping music 2019,0.185,-1
C8597,B2715,Daughtry,What About Now,David Landau,Monkey & the Engineer,daughtry what about now 2006,david landau monkey & the engineer 2002,0.256,-1
C863,B31113,Nirvana,Sliver,Nirvana,Sliver,nirvana sliver 2002,nirvana sliver 2002,1.0,1
C9736,B53197,Joni Mitchell,Amelia,Jolie Blue,Ode to Viterra,joni mitchell amelia 1976,jolie blue ode to viterra 2020,0.3,-1
C36399,B7969,Midlake,In The Ground,Michigan State University Spartan Marching Band,In the Stone,midlake in the ground 2010,michigan state university spartan marching band in the stone 2005,0.246,-1
C648,B31087,The Subways,Rock & Roll Queen,The Accompanist,I Feel Pretty (Version 2),the subways rock & roll queen 2005,the accompanist i feel pretty (version 2) 2016,0.326,-1
C17776,B84503,Madonna,You'll See,Maykel Piron,Like A Fool (ARNXT040) (Boiling Point Mix) (feat. Stevie Neale),madonna you'll see 1995,maykel piron like a fool (arnxt040) (boiling point mix) (feat. stevie neale) 2020,0.16,-1
C9196,B92808,Sade,Lovers Rock,Sade,Lovers Rock,sade lovers rock 2000,sade lovers rock 2000,1.0,1
C37258,B32016,ABC,How To Be A Millionaire,Above & Beyond,Here I Am (Record Of The Week) [ABGT590] (Mixed),abc how to be a millionaire 1990,above & beyond here i am (record of the week) [abgt590] (mixed) 2024,0.206,-1
C9196,B97904,Sade,Lovers Rock,Sammy Hall,Salute to the Dreamer,sade lovers rock 2000,sammy hall salute to the dreamer 2013,0.27,-1
C5722,B37776,James Blunt,Out of My Mind,James Fortune,I Need Your Glory (Reprise),james blunt out of my mind 2004,james fortune i need your glory (reprise) 2007,0.413,-1
C36081,B80761,Elvis Presley,I Need Your Love Tonight,Elwood Eaton,Livin' on a Heart (Half Beauty Half Beast Mix),elvis presley i need your love tonight 2011,elwood eaton livin' on a heart (half beauty half beast mix) 2020,0.25,-1
C33309,B76416,Johnny Cash,Like A Soldier,Jose Gomez,No Hay Nadie Como Tu,johnny cash like a soldier 1994,jose gomez no hay nadie como tu 2014,0.222,-1
C36668,B70388,Émilie Simon,My Old Friend,Émilie Simon,My Old Friend,émilie simon my old friend 2006,émilie simon my old friend 2006,1.0,1
C43030,B21224,The Locust,Full Frontal Obscurity,The Accidentals,Simple Terms,the locust full frontal obscurity 2007,the accidentals simple terms 2021,0.316,-1
C35228,B30596,The Used,On The Cross,The Mayries,I Love The Way You Love Me,the used on the cross 2009,the mayries i love the way you love me 2022,0.372,-1
C2240,B44469,Madonna,Frozen,Madonna,Frozen,madonna frozen 2009,madonna frozen 1998,0.789,1
C29804,B41844,Ben Folds,Losing Lisa,Be Bop Deluxe,Visions of Endless Hopes (2021 Remaster),ben folds losing lisa 2001,be bop deluxe visions of endless hopes (2021 remaster) 2021,0.271,-1
C35830,B95773,Orange Goblin,You'll Never Get To The Moon In That,Orange Goblin,You'll Never Get To The Moon In That,orange goblin you'll never get to the moon in that 2000,orange goblin you'll never get to the moon in that 2000,1.0,1
C48670,B5992,Patrick Watson,Wooden Arms,Party Hits Masters,I Like to Move It,patrick watson wooden arms 2009,party hits masters i like to move it 2014,0.317,-1
C32194,B5847,The Veronicas,This Is How It Feels,The Party Hits All Stars,Pretty Please (Love Me),the veronicas this is how it feels 2007,the party hits all stars pretty please (love me) 2019,0.321,-1
C23794,B29410,Chris Cornell,When I'm Down,Chuck Berry,Almost Grown,chris cornell when i'm down 1999,chuck berry almost grown 2015,0.281,-1
C34751,B71118,Coldplay,Things I Don't Understand,Cool Hand Luke,I'm Not Running,coldplay things i don't understand 2005,cool hand luke i'm not running 2004,0.359,-1
C19027,B92589,Napalm Death,Suffer The Children,Napalm Death,Suffer The Children,napalm death suffer the children 1991,napalm death suffer the children 1991,1.0,1
C10287,B40990,The Cars,My Best Friend's Girl,The Hit Co.,Silent Night (Instrumental Version),the cars my best friend's girl 2008,the hit co. silent night (instrumental version) 2013,0.327,-1
C24900,B36444,Newton Faulkner,To The Light,Newton Faulkner,At the Seams,newton faulkner to the light 2007,newton faulkner at the seams 2013,0.727,0
C863,B70858,Nirvana,Sliver,Niko G4,Honestly (Got Racks),nirvana sliver 2002,niko g4 honestly (got racks) 2017,0.273,-1
C4737,B63882,Beck,Static,Beck,Static,beck static 1998,beck static 1998,1.0,1
C3677,B13418,Broken Social Scene,All to All,Brave Combo,"Let It Snow, Let It Snow, Let It Snow",broken social scene all to all 2010,"brave combo let it snow, let it snow, let it snow 2009",0.296,-1
C14722,B29572,Girl Talk,Bounce That,Girl Talk,Bounce That,girl talk bounce that 2006,girl talk bounce that 2006,1.0,1
C24702,B71954,Pavement,Heaven Is a Truck,Paul Rein,Got To Get Your Love,pavement heaven is a truck 2010,paul rein got to get your love 1986,0.257,-1
C7955,B15411,Metallica,Purify,Melba Moore,Closer,metallica purify 2003,melba moore closer 2014,0.304,-1
C7401,B88776,Bullet for My Valentine,Hearts Burst Into Fire,Bullet For My Valentine,Hearts Burst into Fire,bullet for my valentine hearts burst into fire 2008,bullet for my valentine hearts burst into fire 2008,1.0,1
C43986,B6575,Pati Yang,Summer Of Tears,Paul Tate,No One Who Waits for You,pati yang summer of tears 2009,paul tate no one who waits for you 2018,0.308,-1
C1418,B466,Paramore,We Are Broken,Paramore,We Are Broken,paramore we are broken 2007,paramore we are broken 2007,1.0,1
C7193,B45277,Ella Fitzgerald,Summertime,Ella Fitzgerald,Sleigh Ride,ella fitzgerald summertime 2011,ella fitzgerald sleigh ride 2016,0.719,0
C9653,B9896,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,I Like The Sunrise,ella fitzgerald i love paris 2013,ella fitzgerald i like the sunrise 2024,0.692,0
C41424,B74719,Alesana,In Her Tomb By The Sounding Sea,Alesana,In Her Tomb By The Sounding Sea,alesana in her tomb by the sounding sea 2010,alesana in her tomb by the sounding sea 2010,1.0,1
C14800,B82259,Nicki Minaj,Here I Am,Nicki Minaj,Barbie Dreams,nicki minaj here i am 2010,nicki minaj barbie dreams 2022,0.667,0
C17494,B87183,The Jesus and Mary Chain,It's So Hard,The Rope Sect,Recess,the jesus and mary chain it's so hard 1985,the rope sect recess 2017,0.262,-1
C9524,B318,Maria Mena,Nevermind Me,Mario Basanov,Like a Child (feat. Athena Radford),maria mena nevermind me 2007,mario basanov like a child (feat. athena radford) 2012,0.278,-1
C2766,B29793,Jamiroquai,Deeper Underground,Jackie Queens,Higher (Sebastien Dutch Remix),jamiroquai deeper underground 1998,jackie queens higher (sebastien dutch remix) 2021,0.265,-1
C9653,B73147,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,All of You,ella fitzgerald i love paris 2013,ella fitzgerald all of you 2018,0.667,0
C32320,B94056,The Faint,Casual Sex,The Sey Sisters,"Like Air, I'll Rise",the faint casual sex 1999,"the sey sisters like air, i'll rise 2018",0.3,-1
C3497,B20070,The xx,Dangerous,The xx,Dangerous,the xx dangerous 2017,the xx dangerous 2017,1.0,1
C49520,B640,James Taylor,Enough To Be On Your Way,Jaye Newton,All My Friends Are Strippers,james taylor enough to be on your way 2000,jaye newton all my friends are strippers 2019,0.244,-1
C24818,B34245,Gorillaz,12D3,Golem Jana Václavíka,The Goldie Oldie Rock´n´roll (Když si dáme rock´n´roll),gorillaz 12d3 2002,golem jana václavíka the goldie oldie rock´n´roll (když si dáme rock´n´roll) 2009,0.136,-1
C33467,B10521,Carrie Underwood,That's Where It Is,Caspa,London to Atlanta,carrie underwood that's where it is 2005,caspa london to atlanta 2015,0.325,-1
C36081,B34190,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need You So,elvis presley i need your love tonight 2011,elvis presley i need you so 2021,0.698,0
C43030,B43710,The Locust,Full Frontal Obscurity,The Manhattan Transfer,I Need A Man,the locust full frontal obscurity 2007,the manhattan transfer i need a man 2011,0.25,-1
C35228,B24,The Used,On The Cross,The New England Children's Choir,Little Polly Flinders,the used on the cross 2009,the new england children's choir little polly flinders 2011,0.288,-1
C9736,B94254,Joni Mitchell,Amelia,Joni Mitchell,Amelia,joni mitchell amelia 1976,joni mitchell amelia 2004,0.84,1
C9822,B34515,Steely Dan,East St. Louis Toodle-Oo,Stone Irr,All We Want Anymore,steely dan east st. louis toodle-oo 1985,stone irr all we want anymore 2019,0.25,-1
C3840,B52477,Kaiser Chiefs,Boxing Champ,Kaiser Chiefs,Boxing Champ,kaiser chiefs boxing champ 2007,kaiser chiefs boxing champ 2007,1.0,1
C11132,B27472,Enya,Fallen Embers,Enya,Fallen Embers,enya fallen embers 2000,enya fallen embers 2000,1.0,1
C6204,B31389,Mariah Carey,Always Be My Baby,Mariah Carey,Always Be My Baby,mariah carey always be my baby 1995,mariah carey always be my baby 1998,0.971,1
