source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A2753,B39960,Marc Anthony,I Need to Know,Masatoshi Ono,Starry night,marc anthony i need to know 1999,masatoshi ono starry night 2023,0.188,-1
A3678,B89646,Big Time Rush,Windows Down,Bill Frisell,Nature's Symphony,big time rush windows down 2012,bill frisell nature's symphony 1998,0.229,-1
A1250,B14439,Michael Jackson,Man In the Mirror,Mike Mains & The Branches,Breathing Underwater,michael jackson man in the mirror 1987,mike mains & the branches breathing underwater 2019,0.255,-1
A4119,B7402,Childish Gambino,This Is America,Christian Burns,We Are Tonight,childish gambino this is america 2018,christian burns we are tonight 2013,0.324,-1
A2920,B60518,Stone Sour,Bother,Stone Sour,Bother,stone sour bother 2002,stone sour bother 2002,1.0,1
A5771,B23849,The Archies,"Sugar, Sugar",The Healers,Mama's baby,"the archies sugar, sugar 1969",the healers mama's baby 2014,0.31,-1
A925,B99893,Miley Cyrus,Flowers,Mighty Sparrow,Spider,miley cyrus flowers 2023,mighty sparrow spider 2018,0.385,-1
A7239,B96570,Mariah Carey,Vision of Love,Matilda Mann,Borderline Insane,mariah carey vision of love 1990,matilda mann borderline insane 2023,0.229,-1
A4479,B52994,Chicago,We Can Last Forever,Christa Ludwig,"Carmen · Oper in 4 Akten (deutsch gesungen), Erster Akt: Nr.6a Ha! Das heiß ich doch Unverschämtheit! (Don José, Micaëla)",chicago we can last forever 1988,"christa ludwig carmen · oper in 4 akten (deutsch gesungen), erster akt: nr.6a ha! das heiß ich doch unverschämtheit! (don josé, micaëla) 2013",0.149,-1
A5031,B10237,Martina McBride,I Just Call You Mine,Manami Kiyota,Planet Earth 2nd (2019 New Arrange Ver.),martina mcbride i just call you mine 2009,manami kiyota planet earth 2nd (2019 new arrange ver.) 2020,0.237,-1
A2460,B43447,Santigold,L.E.S. Artistes,Saxophone Allstars,My Way (Romantic Candlelight Mix),santigold l.e.s. artistes 2008,saxophone allstars my way (romantic candlelight mix) 2013,0.263,-1
A5220,B45481,Madonna,Like a Prayer,Max Werner,In The Winter,madonna like a prayer 1989,max werner in the winter 1981,0.379,-1
A9578,B28501,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Silent Rage,I'm on Fire,sia you're never fully dressed without a smile (2014 film version) 2014,silent rage i'm on fire 2021,0.254,-1
A8216,B13926,America,Sister Golden Hair,Amaryllis Chamber Ensemble,You're Too Pretty For This,america sister golden hair 1975,amaryllis chamber ensemble you're too pretty for this 2019,0.276,-1
A9714,B42152,Bring Me The Horizon,Doomed,Bruce Dickinson,Shadow of the Gods,bring me the horizon doomed 2015,bruce dickinson shadow of the gods 2024,0.282,-1
A1547,B84649,David Guetta,Dangerous (feat. Sam Martin),Davoodi,Balrog (Davoodi remix),david guetta dangerous (feat. sam martin) 2014,davoodi balrog (davoodi remix) 2012,0.37,-1
A1057,B49910,Avenged Sevenfold,Almost Easy,Avenged Sevenfold,Scream,avenged sevenfold almost easy 2007,avenged sevenfold scream 2007,0.765,1
A4843,B85652,Regina Spektor,Better,Relaxation Jazz Music Ensemble,Mellow Workflow,regina spektor better 2006,relaxation jazz music ensemble mellow workflow 2022,0.275,-1
A6313,B44201,TOOL,Pneuma,Tony Glausi,Silent Night,tool pneuma 2019,tony glausi silent night 2017,0.31,-1
A5810,B24410,The Archies,"Sugar, Sugar",The Specials,Bright Lights (Instrumental),"the archies sugar, sugar 1969",the specials bright lights (instrumental) 1984,0.326,-1
A8177,B63487,Miranda Lambert,Use My Heart,Mirror Gazer,Inhale The Sky (King Most's Dance Mix),miranda lambert use my heart 2016,mirror gazer inhale the sky (king most's dance mix) 2021,0.268,-1
A2681,B52608,Gia Farrell,Hit Me Up,Gia Farrell,Hit Me Up,gia farrell hit me up 2006,gia farrell hit me up 2006,1.0,1
A7794,B61003,LINKIN PARK,Figure.09,Linkin Park,Figure.09,linkin park figure.09 2003,linkin park figure.09 2003,1.0,1
A8598,B34672,Fetty Wap,Boomin,Feast For Crows,Unholy Confessions,fetty wap boomin 2015,feast for crows unholy confessions 2019,0.333,-1
A4060,B31788,Jana Kramer,Why Ya Wanna,Jamie Lancaster,Dangerous (feat. Dinah Eastwood),jana kramer why ya wanna 2012,jamie lancaster dangerous (feat. dinah eastwood) 2019,0.321,-1
A6059,B97401,Madonna,Frozen,Manolo Otero,Besame Mucho : Solamente Una Vez : El Reloj : La Barca : Sabor A Mi : Aquellos Ojos Verdes,madonna frozen 1998,manolo otero besame mucho : solamente una vez : el reloj : la barca : sabor a mi : aquellos ojos verdes 2004,0.102,-1
A5588,B49650,Bullet for My Valentine,Hearts Burst Into Fire,Budamunky,At the Top,bullet for my valentine hearts burst into fire 2008,budamunky at the top 2011,0.275,-1
A3789,B92843,Billy Idol,Rebel Yell,Big June,"Ghetto Gospel (feat. BigFase100, BossManHogg, TuppG & Sonny Bo)",billy idol rebel yell 1983,"big june ghetto gospel (feat. bigfase100, bossmanhogg, tuppg & sonny bo) 2015",0.156,-1
A7819,B78071,LINKIN PARK,Figure.09,Light of the World,Famous Faces / Swingin' / Midnight Groovin' (Medley),linkin park figure.09 2003,light of the world famous faces / swingin' / midnight groovin' (medley) 2020,0.171,-1
A8831,B92004,Trans-Siberian Orchestra,A Star to Follow,Trans-Siberian Orchestra,A Star to Follow,trans-siberian orchestra a star to follow 1996,trans-siberian orchestra a star to follow 1996,1.0,1
A3103,B97354,Jason Mraz,Coyotes,Jason Mraz,Coyotes,jason mraz coyotes 2008,jason mraz coyotes 2008,1.0,1
A4800,B75879,Paramore,Future,Party Tyme Karaoke,This Is How It Works (Made Popular By TLC) [Vocal Version],paramore future 2013,party tyme karaoke this is how it works (made popular by tlc) [vocal version] 2020,0.171,-1
A7239,B71199,Mariah Carey,Vision of Love,Madness,Johnny the Horse,mariah carey vision of love 1990,madness johnny the horse 1999,0.281,-1
A609,B44112,Rodney Atkins,Take a Back Road,Roy Zimmerman,Jingle Bell Iraq,rodney atkins take a back road 2011,roy zimmerman jingle bell iraq 2005,0.286,-1
A54,B18643,Jason Derulo,Ridin' Solo,Jasad,Beliefs,jason derulo ridin' solo 2010,jasad beliefs 2019,0.414,-1
A9501,B12840,Jeremy Soule,Dragonborn,Jens Johansson,On the Fritz,jeremy soule dragonborn 2011,jens johansson on the fritz 1996,0.188,-1
A7819,B75398,LINKIN PARK,Figure.09,Little Baby Bum,Wheels on the Bus (All Through the Town),linkin park figure.09 2003,little baby bum wheels on the bus (all through the town) 2021,0.18,-1
A589,B75655,Rodney Atkins,Take a Back Road,Rob Crow's Gloomy Place,Autumnal Palette,rodney atkins take a back road 2011,rob crow's gloomy place autumnal palette 2016,0.289,-1
A7819,B11411,LINKIN PARK,Figure.09,Lil Piru,If You Die,linkin park figure.09 2003,lil piru if you die 2021,0.346,-1
A4843,B32073,Regina Spektor,Better,Rediscover,I Will Forget You,regina spektor better 2006,rediscover i will forget you 2008,0.333,-1
A2052,B92885,Mat Kearney,Closer to Love,Massage Music Guru,Nature Meditation Phase,mat kearney closer to love 2009,massage music guru nature meditation phase 2023,0.277,-1
A5390,B22835,Cole Swindell,Get Up,Cold Flamez,"Nobody Is Illa (feat. Dashxdigital, D Realz & Mic 3rd)",cole swindell get up 2014,"cold flamez nobody is illa (feat. dashxdigital, d realz & mic 3rd) 2021",0.211,-1
A8161,B95553,Pentatonix,Sleigh Ride,Percy Sledge,When a Man Loves a Woman,pentatonix sleigh ride 2014,percy sledge when a man loves a woman 2015,0.262,-1
A4287,B525,Alan Jackson,Little Bitty,Alan Jackson,Little Bitty,alan jackson little bitty 1996,alan jackson little bitty 1996,1.0,1
A5771,B71863,The Archies,"Sugar, Sugar",The Archies,"Sugar, Sugar","the archies sugar, sugar 1969","the archies sugar, sugar 1969",1.0,1
A9118,B23153,The Beach Boys,"Dance, Dance, Dance",The Moleskins,I Feel The Earth Move (Remix),"the beach boys dance, dance, dance 1965",the moleskins i feel the earth move (remix) 2010,0.229,-1
A5200,B49646,Madonna,Like a Prayer,Mandella Linkz,Secret,madonna like a prayer 1989,mandella linkz secret 2020,0.385,-1
A4800,B5858,Paramore,Future,Paramore,Future,paramore future 2013,paramore future 2013,1.0,1
A6059,B98504,Madonna,Frozen,Mango,When all the ships are gone (Mango mix),madonna frozen 1998,mango when all the ships are gone (mango mix) 2009,0.22,-1
A5810,B35605,The Archies,"Sugar, Sugar",The Karaoke Channel,Screaming in the Night,"the archies sugar, sugar 1969",the karaoke channel screaming in the night 2015,0.319,-1
A5810,B80881,The Archies,"Sugar, Sugar",The Hollywood Edge Sound Effects Library,Excuse Me Burp,"the archies sugar, sugar 1969",the hollywood edge sound effects library excuse me burp 2015,0.233,-1
A7128,B85499,David Bowie,Modern Love,Dave Pike,Besame Mucho,david bowie modern love 1983,dave pike besame mucho 1961,0.321,-1
A6059,B3514,Madonna,Frozen,Marian Hill,Breathe Into Me,madonna frozen 1998,marian hill breathe into me 2016,0.25,-1
A2751,B53196,Mariah Carey,Always Be My Baby,Masked Wolf,Sailor On The Moon (feat. IDK & KayCyy),mariah carey always be my baby 1995,masked wolf sailor on the moon (feat. idk & kaycyy) 2022,0.232,-1
A4061,B47566,Taylor Swift,august,Tantric Sex Background Music Experts,Double Orgasm,taylor swift august 2020,tantric sex background music experts double orgasm 2019,0.236,-1
A4819,B54638,Paramore,Future,Pacific Range,Comin' After You,paramore future 2013,pacific range comin' after you 2020,0.314,-1
A9501,B67454,Jeremy Soule,Dragonborn,Jerry Lee Lewis,Johnny B. Goode,jeremy soule dragonborn 2011,jerry lee lewis johnny b. goode 1974,0.306,-1
A8177,B7281,Miranda Lambert,Use My Heart,Minnie Riperton,Lonely Girl,miranda lambert use my heart 2016,minnie riperton lonely girl 1997,0.303,-1
A8177,B28577,Miranda Lambert,Use My Heart,Michael Giacchino,Losing Control,miranda lambert use my heart 2016,michael giacchino losing control 2007,0.27,-1
A4060,B28002,Jana Kramer,Why Ya Wanna,Jackboii Dezz,Who Is That,jana kramer why ya wanna 2012,jackboii dezz who is that 2020,0.333,-1
A9118,B60040,The Beach Boys,"Dance, Dance, Dance",The Mighty Soulmates,One On One,"the beach boys dance, dance, dance 1965",the mighty soulmates one on one 2021,0.308,-1
A9118,B75539,The Beach Boys,"Dance, Dance, Dance",The New Zealand School Of Music Big Band,Autumn Leaves,"the beach boys dance, dance, dance 1965",the new zealand school of music big band autumn leaves 2011,0.271,-1
A2185,B33843,Billy Joel,And So It Goes,Billy Joel,And So It Goes,billy joel and so it goes 1989,billy joel and so it goes 1989,1.0,1
A1961,B52544,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Michael Franks,Island Life,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,michael franks island life 1998,0.319,-1
A9351,B1698,Mariah Carey,Vision of Love,Mark Diamond,In the End (Lost Recording #10),mariah carey vision of love 1990,mark diamond in the end (lost recording #10) 2016,0.286,-1
A80,B33845,Michael Jackson,Man In the Mirror,Michael Jackson,Man in the Mirror (2003 Edit),michael jackson man in the mirror 1987,michael jackson man in the mirror (2003 edit) 2003,0.68,0
A9714,B99279,Bring Me The Horizon,Doomed,Brendan Grace,Flying,bring me the horizon doomed 2015,brendan grace flying 1909,0.219,-1
A8216,B84855,America,Sister Golden Hair,America,Sister Golden Hair,america sister golden hair 1975,america sister golden hair 2017,0.871,1
A5810,B65932,The Archies,"Sugar, Sugar",The Beatles,"Please, Please Me","the archies sugar, sugar 1969","the beatles please, please me 2022",0.353,-1
A1966,B29190,Daryl Hall & John Oates,Out of Touch,Daryl Hall & John Oates,Out of Touch,daryl hall & john oates out of touch 1984,daryl hall & john oates out of touch 2001,0.902,1
A7241,B12812,Fetty Wap,Couple Bands,Felix Jaehn,Better (Hight Remix / Extended Version) (feat. Clara Mae),fetty wap couple bands 2015,felix jaehn better (hight remix / extended version) (feat. clara mae) 2018,0.189,-1
A1966,B48418,Daryl Hall & John Oates,Out of Touch,Dave Davies,I Need You (Live),daryl hall & john oates out of touch 1984,dave davies i need you (live) 2000,0.268,-1
A9118,B35767,The Beach Boys,"Dance, Dance, Dance",The Martins,In The Presence Of Jehovah (High Key-Studio Track Without Background Vocals),"the beach boys dance, dance, dance 1965",the martins in the presence of jehovah (high key-studio track without background vocals) 2009,0.183,-1
A2453,B43784,Foreigner,Urgent,Foreigner,Urgent,foreigner urgent 1981,foreigner urgent 1981,1.0,1
A9118,B70368,The Beach Boys,"Dance, Dance, Dance",The Busters,Chainsaw Reggae,"the beach boys dance, dance, dance 1965",the busters chainsaw reggae 1993,0.359,-1
A9351,B47056,Mariah Carey,Vision of Love,Magnetic Man,I Need Air (feat. Angela Hunte),mariah carey vision of love 1990,magnetic man i need air (feat. angela hunte) 2010,0.265,-1
A5031,B50133,Martina McBride,I Just Call You Mine,Malcolm Arnold,Finale,martina mcbride i just call you mine 2009,malcolm arnold finale 1963,0.22,-1
A5411,B93827,Cole Swindell,Get Up,Cole Swindell,Stereotype,cole swindell get up 2014,cole swindell stereotype 2022,0.655,0
A1737,B49910,Avenged Sevenfold,Scream,Avenged Sevenfold,Scream,avenged sevenfold scream 2007,avenged sevenfold scream 2007,1.0,1
A7794,B46724,LINKIN PARK,Figure.09,Lifter Puller,Secret Santa Cruz (Live From The Black Cat 2000),linkin park figure.09 2003,lifter puller secret santa cruz (live from the black cat 2000) 2009,0.224,-1
A5200,B4641,Madonna,Like a Prayer,May J.,"Let It Go [劇中歌/英語歌] (billboard classics May J. Premium Concert 2017 ～Me, Myself & Orchestra～ at Tokyo Bunka Kaikan 2017.11.5) - Let It Go (billboard classics May J. Premium Concert 2017)",madonna like a prayer 1989,"may j. let it go [劇中歌/英語歌] (billboard classics may j. premium concert 2017 ～me, myself & orchestra～ at tokyo bunka kaikan 2017.11.5) - let it go (billboard classics may j. premium concert 2017) 2018",0.101,-1
A5810,B52797,The Archies,"Sugar, Sugar",The Pyrates Royale,Sailor's Hornpipe,"the archies sugar, sugar 1969",the pyrates royale sailor's hornpipe 1998,0.341,-1
A5200,B60360,Madonna,Like a Prayer,Master Freez,Listen Up (80 Club Mix) - Prod. by Roberto Ferrante (2022 Remaster),madonna like a prayer 1989,master freez listen up (80 club mix) - prod. by roberto ferrante (2022 remaster) 0,0.171,-1
A6059,B34444,Madonna,Frozen,Machito,Indianola,madonna frozen 1998,machito indianola 2020,0.227,-1
A4654,B9424,Michelle Branch,Breathe,Michelle Branch,Breathe,michelle branch breathe 2003,michelle branch breathe 2003,1.0,1
A8584,B87056,Fetty Wap,D.A.M.,Fetty Wap,Boomin,fetty wap d.a.m. 2015,fetty wap boomin 2015,0.714,0
A4654,B46461,Michelle Branch,Breathe,Mir Fontane,Streets Ain't The Same,michelle branch breathe 2003,mir fontane streets ain't the same 2021,0.333,-1
A5200,B22384,Madonna,Like a Prayer,Marián Oviedo,Simplemente Gracias,madonna like a prayer 1989,marián oviedo simplemente gracias 2020,0.263,-1
A1250,B72840,Michael Jackson,Man In the Mirror,Michiru Oshima,Burden of Her Past,michael jackson man in the mirror 1987,michiru oshima burden of her past 2005,0.237,-1
A7239,B68113,Mariah Carey,Vision of Love,Mark Knopfler,Tahitian Skies,mariah carey vision of love 1990,mark knopfler tahitian skies 1990,0.364,-1
A2287,B64228,Nickelback,Follow You Home,Niconé,People In The City (Get Your Yoga Together Mix) (feat. Enda Gallery),nickelback follow you home 2005,niconé people in the city (get your yoga together mix) (feat. enda gallery) 2020,0.225,-1
A1894,B10602,Christina Aguilera,Dirrty (feat. Redman),Charlie Parker,Billies Bounce,christina aguilera dirrty (feat. redman) 2002,charlie parker billies bounce 2022,0.311,-1
A9118,B47243,The Beach Boys,"Dance, Dance, Dance",The Singing Nun (Soeur Sourire),I Have Found the Lord,"the beach boys dance, dance, dance 1965",the singing nun (soeur sourire) i have found the lord 2014,0.224,-1
A2753,B59111,Marc Anthony,I Need to Know,Maria Callas,"Louise, Depuis Le Jour (feat. Italian Radio Symphony Orchestra Milan & Alfredo Simonetto)",marc anthony i need to know 1999,"maria callas louise, depuis le jour (feat. italian radio symphony orchestra milan & alfredo simonetto) 2023",0.187,-1
A7794,B30528,LINKIN PARK,Figure.09,Liege Lord,Broken Wasteland,linkin park figure.09 2003,liege lord broken wasteland 1990,0.188,-1
A2918,B74853,Carrie Underwood,I Know You Won't,Cab Calloway,I'm Now Prepared to Tell the World It's You,carrie underwood i know you won't 2007,cab calloway i'm now prepared to tell the world it's you 1931,0.23,-1
A4654,B34692,Michelle Branch,Breathe,Michelle Branch,One of These Days,michelle branch breathe 2003,michelle branch one of these days 2003,0.658,0
A9118,B4582,The Beach Boys,"Dance, Dance, Dance",The Sha La Das,Summer Breeze,"the beach boys dance, dance, dance 1965",the sha la das summer breeze 2018,0.333,-1
A9166,B48103,Carrie Underwood,That's Where It Is,Cats Music Zone,Frozen Time,carrie underwood that's where it is 2005,cats music zone frozen time 2021,0.275,-1
A3678,B26985,Big Time Rush,Windows Down,Bill Frisell,Half a Million,big time rush windows down 2012,bill frisell half a million 1990,0.219,-1
A9118,B52811,The Beach Boys,"Dance, Dance, Dance",The Shirelles,For My Sake,"the beach boys dance, dance, dance 1965",the shirelles for my sake 2021,0.282,-1
A4287,B86391,Alan Jackson,Little Bitty,ALcot,Withers,alan jackson little bitty 1996,alcot withers 2006,0.333,-1
